question,optionA,optionB,optionC,optionD,language,category,language2
"有一個RDS資料庫,許多應用會在此資料庫上查找歷史資料,查詢的速率相對穩定。而每日在更新歷史數據的時候,所產生的流量寫入,會降低資料庫讀取的效能,並影響到所有應用程式的用戶。下列哪個方法可以消除對應用程序用戶的性能影響?","(A) 確認Amazon RDS 有啟用跨可用區功能,如此一來便能有效吸收額外增加的流量。","(B) 創造一個RDS 唯讀副本,並將所有的讀取流量導向至唯讀副本上。","(C) 在Amazon RDS前面,配置一個Amazon ElastiCache,用來緩存寫入的流量。","(D) 使用DynamoDB替代RDS,做作讀取流量的緩衝。",cht,DVA,cht
"Games-R-Us正在為移動設備啟動一個新的遊戲應用程序。用戶將使用其現有的Facebook帳戶登錄遊戲,並且遊戲會將玩家數據和得分信息直接記錄到DynamoDB表中。將請求籤名到DynamoDB API的最安全方法是什麼?","(A) 創建一個IAM用戶,該用戶具跟移動應用程序一啟發佈的訪問憑證,用來簽署請求",(B) 分配AWS 根帳戶存取憑證給行動應用程式來簽署請求,"(C) 使用Web聯合身分請求臨時安全憑證,來對請求進行簽署",(D) 在移動應用程序與DynamoDB表之間建立跨帳戶訪問以簽署請求,cht,DVA,cht
"一家公司正在開發一種新的在線遊戲,它將在Amazon ECS上運行。 該架構有四個不同的Amazon ECS服務,每個服務都需要對各種AWS服務的特定權限。 該公司希望通過預留一定量的記憶體對容器進行打包,藉此來優化底層Amazon EC2實例的使用。 哪種配置可以使開發團隊安全地滿足這些要求?","(A) 創建一個新的身份和訪問管理(IAM)實例配置文件,其中包含各種ECS服務所需的權限,然後將該實例角色與基礎EC2實例相關聯。","(B) 創建四個不同的IAM角色,每個角色包含關聯的ECS服務所需的權限,然後為每個ECS服務關聯各自需要的IAM角色。","(C) 創建四個不同的IAM角色,每個角色都包含關聯的ECS服務所需的權限,然後創建一個IAM群組並設定ECS群集去參照該IAM群組。","(D) 創建四個不同的IAM角色,每個角色都包含關聯的ECS服務所需的權限,然後配置每個ECS任務定義關聯各自需要的IAM角色。",cht,DVA,cht
"您嘗試將物件存儲在Amazon S3的US-STANDARD區域中,並收到已成功存儲的確認。 然後,您立即進行另一個API調用,並嘗試讀取該物件。 S3告訴您該物件不存在,可以解釋此行為的原因是什麼?","(A) 美國標準版使用最終一致性,當物件上傳至桶子之後,需要一些時間才能讀取。","(B) 在物件複製到第二個區域之前,該物件的狀態將會變成不可見。","(C) 物件在上傳至美國標準版後,會有一秒的延遲,物件才能夠被讀取。","(D) 您目前已經超過桶子內的物件數量限制,只要將限制調高,物件就會變成可見狀態。",cht,DVA,cht
"部署在AWS Elastic Beanstalk上的應用程序在部署新應用程序版本期間遇到的錯誤率增加,從而導致用戶的服務質量下降。 開發團隊認為,乘載量的降低是因為部署步驟的問題。 於是團隊希望變更部署策略配置,讓現有運行實例在部屬的過程中,仍能提供完整的乘載能力。 哪ㄧ種部署策略將滿足這些要求?",(A) 一次全部更換,(B) 滾動更換,(C) 批量滾動更換,(D) 不可變動式,cht,DVA,cht
開發人員團隊必須將在AWS Elastic Beanstalk環境中運行的應用程序從經典負載均衡器遷移到應用程序負載均衡器。 應在AWS管理控制台採取哪些步驟來完成任務?,"(A) 
1.更新現有部署中的應用程序代碼。
2.在運行部署之前,選擇一種新的負載均衡器類型。
3.將新版本的應用程序代碼部署到環境中。","(B) 
1.創建一個具有相同配置(負載均衡器類型除外)的新環境。
2.部署與原始環境中相同的應用程序版本。
3.運行swap-environment-cnames操作。","(C) 
1.複製現有環境,更改關聯的負載均衡器類型。
2.部署與原始環境中相同的應用程序版本。
3.運行swap-environment-cnames操作。","(D) 
1.在現有部署中編輯環境定義。
2.根據要求更改關聯的負載均衡器類型。
3.使用新的負載均衡器類型重建環境。",cht,DVA,cht
"開發人員正在創建Lambda函數,並使用標準Lambda庫中未包含的外部庫。 要如何作才能最大程度地減少Lambda運行時間?","(A) 在Lambda函數開始時,安裝相依的外部套件。",(B) 創建一個包含外部套件的Lambda部署包。,"(C) 將外部套件複製到S3內,並將外部套件的參照位置改為S3的位置。","(D) 在Lambda裡面安裝外部套件,並使其可在所有的Lambda函數內獲得。",cht,DVA,cht
"開發人員正在設計一個容錯環境,將在其中保存客戶端會話。如果Amazon EC2實例失敗,開發人員如何確保沒有會話丟失?",(A) 對彈性負載均衡器目標群組使用粘性會話。,(B) 使用Amazon SQS保存會話數據。,(C) 使用Amazon DynamoDB執行可擴展的會話處理。,(D) 使用Elastic Load Balancer連接耗盡來停止向失敗實例發送請求。,cht,DVA,cht
"應用程序實時處理通過API接收的數百萬個事件。 什麼服務可以允許多個消費者在成本最佳效率化的前提下,同時消費資料?",(A) 透過SNS為每一個資訊應用散播到SQS佇列內。,(B) 透過SNS為每一個資訊應用散播到SQS的先進先出佇列內。,(C) Amazon Kinesis Firehouse,(D) Amazon Kinesis Streams,cht,DVA,cht
"開發人員必須重新實現訂單履行系統的業務邏輯。業務邏輯必須向多個供應商發出請求,以決定在哪裡購買商品。整個過程可能需要一周的時間才能完成。實現滿足這些要求的系統的最有效,最簡單的方法是什麼?","(A) 使用AWS Step Functions執行並行的Lambda函數,並將結果合併。","(B) 為每個供應商創建一個AWS SQS,用一台執行個體來輪詢隊列,然後合併結果。","(C) 使用AWS Lambda為每個供應商異步調用Lambda函數,然後合併結果。",(D) 使用Amazon CloudWatch Events來安排Lambda函數。,cht,DVA,cht
"有一個開發者製作了一個網頁應用,想要快速地部署在AWS的Tomcat伺服器上。另外此開發者想要避免去管理底層的架構,下列哪個方式,可以滿足其需求,又是最簡單的部署方式?",(A) AWS CloudFormation,(B) AWS Elastic Beanstalk,(C) Amazon S3,(D) AWS CodePipeline,cht,DVA,cht
在Amazon EC2實例上運行的應用程序需要訪問多個AWS服務並對其進行API調用。通過MINIMAL管理開銷提供對AWS服務的訪問的最安全的方法是什麼?,(A) 使用AWS KMS儲存及檢索憑證。,(B) 使用EC2執行個體描述檔。,(C) 使用AWS根用戶向應用程序發出請求。,(D) 從AWS CodeCommit存儲和檢索憑證。,cht,DVA,cht
"有一張DynamoDB表格使用了全域二級索引來因應讀取資料的查詢操作。 寫入主表格的資料非常多,而全域二級索引是用於讀取操作的。 開發工程師透過Amazon CloudWatch的指標發現,主表格經常在大量寫入時,發生異常。 然而主表格的寫單位其實並未用完,仍然能獲取。 那麼這張表格為什麼還會發生異常?",(A) GSI寫入容量單位配置不足,(B) 主表上沒有足夠的讀取容量單位,(C) 該表未啟用 Amazon DynamoDB Stream,(D) 正在對另一個表執行大量的寫入操作,cht,DVA,cht
"開發者正在測試一個可以透過AWS SDK跟DynamoDB進行互動的容器化應用。在本地開發環境裡,該應用透過存取金鑰進行驗證。現在已經準備部署到ECS叢集內。在生產環境中,應用如何與AWS服務進行身份驗證?",(A) 為每個應用都配置一個給EC2使用的IAM Role,"(B) 將應用重構,使其會調度STS的AssumeRole,去操作附加在實例上的角色。","(C) 生成一個新的AWS憑證,並將其存取金鑰以環境變數方式儲存。","(D) 為憑證檔案,重新分發一個新的存取金鑰與安全存取金鑰。",cht,DVA,cht
"AWS Lambda函數會生成一個3MB的JSON文件,然後每天將其上傳到Amazon S3存儲桶。 該文件包含敏感信息,因此開發人員在上傳到存儲桶之前必須確保已加密。 開發人員在將數據上傳到存儲桶之前,應進行以下哪些修改以確保數據已加密?","(A) 在Lambda函數的程式碼內,引入用戶作為S3用途的KMS主金鑰。","(B) 使用S3管理的金鑰,並調用GenerateDataKey API 去加密檔案。","(C) 使用 GenerateDataKey API 生成金鑰, 並在Lambda函數的程式碼內使用該資料金鑰去加密檔案。","(D) 在Lambda函數的程式碼裡面,使用為了S3而客製的KMS用戶主金鑰。",cht,DVA,cht
"上傳物件時,可以在向Amazon S3的請求中,顯式指定哪個請求標頭,好讓物件數據保存在服務器端時,對其進行加密?",(A) x-amz-storage-class,(B) Content-MD5,(C) x-amz-security-token,(D) x-amz-server-side-encryption,cht,DVA,cht
"開發者透過AWS CodeDeploy去部署一個無伺服器化應用。現在該應用發生了更新,並且需要重新部署。開發人員需要更新哪個檔案,才能讓CodeDeploy協助推送這次的更新?",(A) dockerrun.aws.json,(B) buildspec.yml,(C) appspec.yml,(D) ebextensions.config,cht,DVA,cht
"一家社交媒體公司正在使用Amazon Cognito來同步不同移動設備上的配置文件,以使最終用戶獲得無縫的體驗。每當其他所有設備上都有更新時,可以使用以下哪個配置來靜默通知用戶?",(A) 修改使用者集區收錄所有使它們保持同步的設備。,(B) 使用SyncCallback界面在應用程序上接收通知。,(C) 使用Amazon Cognito串流分析數據並推送通知。,(D) 使用推播同步功能與適當的IAM角色。,cht,DVA,cht
"開發人員使用Amazon CloudFront服務對面向全球用戶群的應用程序作更新。 部署應用程序後,用戶卻看不到更新的內容。開發人員如何解決此問題?","(A) 從CloudFront配置中刪除數據源,然後再次添加。",(B) 停用從CloudFront轉發有查詢字符串和請求標頭的請求。,(C) 使邊緣緩存中的所有應用程序物件無效。,"(D) 禁用CloudFront分發,然後再次啟用它以更新所有邊緣位置。",cht,DVA,cht
"有一個15GB的物件,其上傳至S3時,發生了錯誤。錯誤訊息如下,您預期上傳的物件大小已經超過物件所允許的最大值。下列哪一個方式能夠讓開發者上傳此物件至S3?",(A) 透過多重上傳API來上傳該物件。,(B) 透過AWS Direct connect 來上傳該物件。,"(C) 聯絡aws支援,要求調高該物件的檔案大小極限。",(D) 上傳該物件至另外一個AWS區域。,cht,DVA,cht
"開發人員正在編寫REST服務,該服務會將商品添加到購物清單中。 該服務基於具有AWS Lambda集成的Amazon API Gateway。 購物清單項目在請求中以查詢字符串參數進行傳送。 開發人員應如何將查詢字符串參數轉換為Lambda函數的參數?",(A) 啟動流量驗證,(B) 將Lambda函數的亞馬遜資源名涵蓋進來,(C) 變換集成的方式,(D) 創建一個映射用的模板,cht,DVA,cht
"公司需要對靜態數據進行加密,但希望使用自己的主密鑰來利用AWS託管服務。 以下哪些AWS服務可用於滿足這些要求?",(A) S3版本的伺服器加密,(B) KMS版本的伺服器加密,(C) 客戶端加密,(D) AWS IAM角色與政策,cht,DVA,cht
"應用程序使用Amazon DynamoDB存放資料,且使用強一致性讀取應該能每秒讀取100個項目,每個項目的大小為5 KB。此表的佈建讀取輸送量應設定為多少?",(A) 50個讀取容量單位,(B) 100個讀取容量單位,(C) 200個讀取容量單位,(D) 500個讀取容量單位,cht,DVA,cht
"應用程序使用Amazon Kinesis Data Streams實時攝取和處理大型數據記錄流。 Amazon EC2實例通過使用Amazon Kinesis Client Library(KCL)使用和處理Kinesis數據流的分片中的數據。 該應用程序能夠在不需備用工作程序的情況下,處理故障情況。 現在該應用程序報告特定的分片正接收比預期更多的數據。 為了適應數據流速率的變化,“熱”分片被重新分片。 假設Kinesis數據流中的分片的初始數量為4,並且在重新分片後,分片的數量增加為6,那麼最多能部署多少台EC2實例去處理所有分片上的資料?",(A) 1222,(B) 6,(C) 4,(D) 1,cht,DVA,cht
"有一個應用程序狀態顯示儀表板,該狀態會被SQS隊列中1 KB的消息所更新。儘管狀態很少更改,但是開發人員仍必須將消息到達隊列和儀表板更新之間的時間最小化。請問哪種技術可以在最短的時間內更新儀表板?",(A) 每20秒使用長輪詢從隊列中檢索消息。,"(B) 在發送之前將消息壓縮,降低消息的大小。",(C) 每10秒使用短輪詢從隊列中檢索消息。,"(D) 將消息分成兩部分發送,減少每個消息有效負載的大小。",cht,DVA,cht
"有一個工程師想為一台EC2實例內的應用製作日誌紀錄,而後提供給系統管理員。 下列哪一個選項可以讓Amazon Cloudwatch監控該些日誌紀錄指標?",(A) 透過CloudWatch的 GetMetricData API 取用日誌數據,(B) 透過CloudTrail的 LookupEvents API 取用日誌數據,"(C) 啟用一台EC2實例,並設置Cloudwatch 事件,然後安裝該應用。","(D) 在應用運行的EC2實例內,安裝Amazon Cloudwatch 日誌代理程序。",cht,DVA,cht
開發人員臨時需要訪問第二個AWS帳戶中的資源。 實現這一目標的最安全的方法是什麼?,(A) 使用Amazon Cognito用戶池來獲取第二個賬戶的短期憑證。,"(B) 為第二個帳戶創建專用的IAM訪問密鑰,並通過郵件發送。","(C) 創建一個跨帳戶訪問角色,並使用sts:AssumeRole API獲取短暫的憑證。",(D) 將第二個帳戶的SSH密鑰添加到IAM用戶。,cht,DVA,cht
"開發一個應用,其會放置在VPC內的EC2, 開發者想要將應用的日誌集中化儲存。 下列哪個AWS服務能夠安全地儲存該些日誌?",(A) Amazon EC2 VPC Flow Logs,(B) Amazon CloudWatch Logs,(C) Amazon CloudSearch,(D) AWS CloudTrail,cht,DVA,cht
"公司擁有一個將所有信息記錄到Amazon S3的應用程序。 每當有新的日誌文件時,都會調用AWS Lambda函數來處理日誌文件。 該代碼正常運作並收集了所有必要的信息。 但是,在檢查Lambda函數日誌時,會發現具有相同請求ID的重複條目。 是什麼導致重複的條目?",(A) 指定的S3桶子名有誤。,"(B) Lambda函數失敗,並且調用Lambda服務時出現了延遲。","(C) 發生了S3中斷,從而導致日誌文件的重複。","(D) 該應用程序間歇性停止,然後恢復。",cht,DVA,cht
"有一個應用會將資料寫入DynamoDB 表格,當這個應用擴展至數以千計的實例時,在調度DynamoDB API 時,會產生 Throttling Exception error。 這個應用的開發程式語言並未相容於AWS SDK。 應該如何處理這個錯誤?","(A) 為應用程序的邏輯,添加指數補償的效果。",(B) 使用SQS作為 API 消息的傳遞,(C) 透過API Gateway進行API呼叫。,(D) 透過 Kinesis Data Firehose 將資料傳輸至DynamoDB。,cht,DVA,cht
"每晚的批處理作業將100萬個新記錄加載到DynamoDB表中。 這些記錄只需要一個小時,第二天晚上的批處理作業之前,該表的內容必須清空。 提供空表的最有效和最具成本效益的方法是什麼?","(A) 透過條件表達式,去刪除資料。",(B) 透過批次寫入資料去清空所有資料列。,(C) 透過遞迴函數去掃描並刪除資料。,"(D) 創造一張表格,並在任務完成後刪除表格。",cht,DVA,cht
"隨著更多用戶同時訪問系統,網站的頁面加載時間逐漸增加。 分析表明,用戶每次訪問網頁,必須從數據庫中提取用戶資訊,這動作正在增加數據庫負載和頁面加載延遲。 為了解決此問題,開發人員決定緩存用戶個人資料數據。 哪種緩存策略可以最有效地解決這種情況?","(A) 創建一個新的Amazon EC2實例並在其上運行NoSQL數據庫。 同時間使用直寫式緩存策略,在該數據庫中緩存用戶文件數據。",(B) 創建一個Amazon ElastiCache集群以緩存用戶文件數據。 同時採用寄放於緩存的緩存策略。,(C) 使用Amazon RDS專用實例緩存文件數據。 同時使用直寫式緩存策略。,"(D) 創建一個ElastiCache集群,並以直寫式緩存策略,緩存用戶配置文件數據。",cht,DVA,cht
"在安裝AWS命令列之後,工程師嘗試要透過 aws configure進行註冊,但卻發生了下面的錯誤,找不到aws指令。 下列哪個原因是最有可能引發此錯誤的原因?","(A) aws執行檔,並未在PATH這個環境變數內。",(B) 安裝檔禁止運行aws執行檔。,(C) 提供了不正確的AWS憑證。,(D) aws腳本並不具有執行權限。,cht,DVA,cht
遊戲將用戶遊戲數據存儲在Amazon DynamoDB表中。 單個用戶不應有權訪問其他用戶的遊戲數據。 如何做到這一點?,(A) 使用個別用戶金鑰去加密遊戲資料。,(B) 基於主鍵去限制特定資料的存取。,"(C) 訪問DynamoDB之前,先暫存元數據在SQS的佇列內。","(D) 從DynamoDB讀取記錄,並丟棄與客戶端無關的數據。",cht,DVA,cht
"有一個公司其有一個Cloudformation的模板檔案。該模板執行之後,會將所有的架構堆疊啟動。下列哪個最佳實踐能夠提升該模板的可維護性?",(A) 將巢狀堆棧用於共用的模板內。,"(B) 嵌入憑證,以防止輸入錯誤。","(C) 為使減少變數的使用數量,移除映射",(D) 使用 AWS::Include to 參照至公開的模板檔案。,cht,DVA,cht
"有一個應用每天都會從DynamoDB 表格內讀取資料,其週期為15秒。此應用收到了多次請求傳輸量超過的錯誤。應該要如何處理該例外?","(A) 為表格增加一個新的全域二級索引,以因應額外的流量請求。","(B) 以指數補償的方式,重新執行那些失敗的請求。",(C) 立即重新執行那些失敗的請求。,"(D) 以DynamoDB的更新物件API,增加表格的傳輸量",cht,DVA,cht
使用Amazon API Gateway向客戶公開了一組API。這些API在API網關上啟用了緩存。客戶要求為每個API選擇使該緩存無效的選項。可以採取什麼措施允許API客戶使API緩存無效?,(A) 請客戶使用AWS憑證來調用InvalidateCache API。,(B) 請客戶調用使緩存無效的AWS API端點。,(C) 請客戶傳遞 Cache-Control:max-age = 0的HTTP標頭。,"(D) 請客戶在進行API調用時,添加一個查詢字串參數“ INVALIDATE_CACHE”。",cht,DVA,cht
"開發者正在開發一個基於Lambda函數的無伺服器化應用,並且希望每十分鐘均會調度此應用函數。下列哪一個方法能以無伺服器且自動化的方式調度此函數?","(A) 部署在一台作業系統為Linux的EC2實例上,並在/etc/crontab檔案,追加週期性調用Lambda函數的指令",(B) 為Lambda函數配置一個名為PERIOD的環境變量。 將值設置為600。,"(C) 創建一個Amazon CloudWatch Events規則,該規則會定期觸發以調用Lambda函數。","(D) 創建一個Amazon SNS主題,並讓Lambda函數訂閱,每六百秒寄發給Lambda",cht,DVA,cht
"開發人員創建了一個新的AWS賬戶,並且必須創建一個可擴展的AWS Lambda函數,該函數滿足以下並發執行要求:*平均執行時間為100秒*每秒50個請求。部署之前必須採取哪個步驟以防止錯誤?",(A) 實作無效字母隊列捕捉調用錯誤,(B) 將事件源從Amazon API Gateway添加到Lambda函數,(C) 在應用程序代碼內實作錯誤處理,(D) 聯繫AWS支持以增加並發執行限制,cht,DVA,cht
"有一個部署套件,其會使用AWS 命令列透過環境變數內儲存的存取金鑰,複製檔案至任一個所屬該帳號的S3桶子。目前套件正運行在一台EC2實例上,且已經協派一個IAM角色,其僅能存取指定的一個桶子。 在這次變更後,開發者登入主機,卻仍然能夠將檔案寫入到所有該帳號的S3桶子內。 什麼是最可能引起這情況的原因?",(A) 在IAM角色上使用IAM內聯策略。,(B) IAM角色使用了IAM託管策略,"(C) AWS CLI損壞,需要重新安裝",(D) AWS憑證提供者最後才調度實例檔案內的憑證。,cht,DVA,cht
"一家公司已將AWS CodeDeploy實施為其云原生CI / CD堆棧的一部分。該公司在將流行Web應用程序的新版本從原位部署到Amazon EC2的同時,實現了自動回滾。由於代碼回歸而導致新版本的部署失敗時會發生什麼情況?",(A) 使用存儲在AmazonS3中的快照自動還原最近一次的正確部署,"(B) CodeDeploy將Amazon Route 53別名記錄切換回已知的良好綠部署,並終止失敗的藍部署",(C) 使用新的部署ID部署應用程序的最新已知良好版本的新部署,(D) AWS CodePipeline將最近一次成功狀態的部署推送到產品環境,cht,DVA,cht
"開發人員在其應用程式原始碼套件的.ebextensions /目錄下的healthcheckurl.yaml文件中,為AWS Elastic Beanstalk應用程序創建了組態格式規範。該文件包含以下內容:儘管他是有效的,但啟動應用程序後,仍未在正確的路徑上執行運作狀態檢查。如何糾正該配置文件?",(A) 將文件轉換為JSON格式。,(B) 將文件副檔名改為 .config 。,(C) 將配置部分從options_settings更改為resources。,(D) 將option_settings的namespace欄位更改為自定義命名空間。,cht,DVA,cht
"一家公司正在構建一個股票交易應用程序,該應用程序在處理交易請求時,需要低於毫秒級別的延遲。 Amazon DynamoDB用於存儲所有交易數據。在對應用程序進行負載測試之後,開發團隊發現由於數據檢索時間的原因,無法滿足延遲要求。由於請求數量突然激增,DynamoDB讀取容量必須大大超額提供,以免出現截斷停止運行。應該採取什麼步驟來滿足延遲要求並降低運行應用程序的成本?",(A) 為交易資料增加全域二級索引。,"(B) 將交易資料儲存在S3上,並使用傳輸加速功能。","(C) 實踐DynamoDB查詢時,增加指數補償。",(D) 用DynamoDB Accelerator 去緩存交易資料。,cht,DVA,cht
"公司B提供了在線圖像識別服務,並利用SQS來解耦系統組件以實現可伸縮性。SQS的消費者盡可能頻繁地輪詢隊列,盡可能保持端到端的高速吞吐量。 但是,公司B意識到密集循環輪詢正在消耗CPU週期並增加空響應的成本。 乙公司如何減少空響應的數量?",(A) 將圖片佇列的可見性逾期時間調整為20秒。,(B) 將圖片佇列的ReceiveMessageWaitTimeSeconds調整為20秒。,(C) 將圖片佇列的MessageRetentionPeriod調整為20秒。,(D) 將消息的 DelaySeconds 參數調整為20秒。,cht,DVA,cht
"一個開發團隊正在研究一種案例管理解決方案,該解決方案可以處理和審查醫療索賠。用戶登錄以提供與其醫療和財務狀況相關的信息。作為應用程序的一部分,敏感文檔(例如病歷,醫學影像,銀行對賬單和收據)被上傳到Amazon S3。所有文件必須安全地傳輸和存儲。必須記錄對文檔的所有訪問以進行審核。什麼是最安全的方法?",(A) 在目標儲存貯體上使用S3預設進階加密標準256(AES-256)來加密。,"(B) 使用Amazon Cognito進行授權和認證,以確保應用程序和文檔的安全性。",(C) 使用AWS Lambda將物件放入S3存儲桶時對其進行加密和解密。,(D) 通過Amazon S3和AWS KMS使用客戶端加密/解密,cht,DVA,cht
"有一個久而失修的服務,其使用了以XML為基底的SOAP介面。該開發工程師想要將該服務功能,透過Amazon API Gateway 對外開放給外部用戶。 下列哪個技術能夠有效完成此目標?","(A) 透過API Gateway 創造一個 Restful API,並透過映射模板,將傳輸進來的json 轉換成符合SOAP的合格XML消息。","(B) 透過API Gateway 創造一個 Restful API,並透過應用負載均衡器,將傳輸進來的json 置入SOAP介面。","(C) 透過API Gateway 創造一個 Restful API,並透過應用負載均衡器,將傳輸進來的XML 置入SOAP介面。","(D) 透過API Gateway 創造一個 Restful API,並透過映射模板,將傳輸進來的XML 轉換成符合SOAP介面的合格消息。",cht,DVA,cht
開發人員需要使用AWS X-Ray來監視部署在EC2實例上的應用程序。 必須執行哪些步驟來執行監視?,"(A) 在應用內部署X-Ray的開發工具包,並使用X-Ray的聲明。","(B) 安裝 X-Ray的執行程序,用來提示應用程式的源碼","(C) 安裝 X-Ray的執行程序,並設定將資料轉發至CloudWatch Event。","(D) 在應用內部署X-Ray的開發工具包,用來提示應用程式的源碼",cht,DVA,cht
"一間廣告公司有一個重度流量的動態網站。該公司想要移轉此網站至AWS,除了網站開發這件事以外,其他的流程都希望能夠在AWS上進行處理。下列哪個方案能夠貼切地滿足需求?","(A) 透過 AWS VM-Import服務 把網頁伺服器的鏡像檔移轉到AWS上, 並以計算優化類型的EC2實例做運行。","(B) 將網站應用 部署 多台 Amazon Lightsail 實例,並在這些實例的前面配置一個負載均衡器。","(C) 將網站的源碼透過AWS Elastic Beanstalk 進行部署,並使用Auto Scaling 去伸縮該些實例的數量。","(D) 使用S3 託管網站,並使用CloudFront散播網站內容。",cht,DVA,cht
"開發者必須為零售商的訂單處理方案,集成一個詐欺檢測的方案。該詐欺檢測方案需要花十分鐘到三十分鐘來驗證一個訂單。而零售商的網站每分鐘會收到一百張訂單。 下列哪一個方法能夠讓詐欺檢測的流程變得更有擴張彈性?","(A) 將所有新訂單添加到Amazon SQS隊列。 配置10個EC2實例,這些實例運行在多個可用區上,同時建置了欺詐檢測的軟體解決方案,屆時會從SQS隊列中提取訂單。並把訂單狀態更新成通過或失敗狀態。","(B) 將所有新訂單添加到SQS隊列。 配置一個使用隊列深度作為機器擴增減標準的Auto Scaling組,屆時會啟動跨越多個可用區的EC2實例,並在其上安裝欺詐檢測解決方案,而後從該隊列中提取訂單。 將訂單狀態更新成通過或失敗。","(C) 將所有新訂單添加到Amazon Kinesis Stream。建置一個Lambda函數,其功能包括欺詐檢測軟件,並使Lambda函數與Kinesis進行訂閱,屆時可自動從Kinesis Stream讀取批次的記錄,將訂單狀態更新成通過或失敗。","(D) 將所有新訂單寫入Amazon DynamoDB。 配置DynamoDB流以包括所有新訂單。建置一個Lambda函數,其功能包括欺詐檢測軟件,屆時可自動從DynamoDB Stream讀取批次的記錄,將訂單狀態更新成通過或失敗。",cht,DVA,cht
自定義庫應如何在AWS Lambda中使用?,"(A) 將套件放在S3上託管,並讓Lambda函數參照使用。","(B) 在本地安裝該套件,並將Lambda函數以zip壓縮檔上傳。","(C) 創建函數的時候,引入必要的Lambda設計指引。","(D) 修改函數運行底層引擎,使其包括必要的函式庫。",cht,DVA,cht
"開發人員編寫一個AWS Lambda函數,然後將.ZIP文件中的代碼上傳到Amazon S3。 開發人員對代碼進行更改,然後將新的.ZIP文件上傳到Amazon S3。 但是,Lambda仍執行較早的代碼。 開發人員如何以最小的破壞性方式解決此問題?","(A) 創造另一個Lambda函式,並指定新的壓縮檔案",(B) 調用 update-function-code API.,"(C) 先移除早期的壓縮檔,然後再加上新的壓縮檔。",(D) 調用 create-alias API.,cht,DVA,cht
"開發人員必須構建使用Amazon DynamoDB的應用程序。要求指出,存儲在DynamoDB表中的項目大小為7KB,並且讀取必須高度一致。最大讀取速率為每秒3個項目,最大寫入速率為每秒10個項目。開發人員應如何調整DynamoDB表的大小以滿足這些要求?","(A) 讀取:3個讀取容量單位,寫入:70個寫入容量單位","(B) 讀取:6個讀取容量單位,寫入:70個寫入容量單位","(C) 讀取:6個讀取容量單位,寫入:10個寫入容量單位","(D) 讀取:3個讀取容量單位,寫入:10個寫入容量單位",cht,DVA,cht
"有一個開發工程師正在開發一個Lambda函數,此函數會生成並輸出一個檔案。因而在執行該函數時,需要有100MB的臨時空間來做臨時檔案。而那些檔案在函數執行完畢後,就不再被需要了。開發工程師應當如何有效率地處理那些臨時檔案?","(A) 在EBS內儲存該檔案,當Lambda函數結束運行時,刪除該檔案。","(B) 將該檔案複製進入EFS內,並在Lambda函數結束時,移除該檔案","(C) 將該檔案存放至tmp資料夾內,並在Lambda函數結束時,移除該檔案","(D) 將該檔案存放至S3桶子內,並透過生命週期策略去刪除該檔案",cht,DVA,cht
"開發人員正在調查一個問題,有些請求流量在訪問AmazonAPI Gateway的/MyAPI端點時,沒有觸發/MyAPI相關聯的AWS Lambda函數。 另外開發人員還發現,特定AWS 帳號在調度另外的Lambda函數時,會達到Lambda允許的最大併發上限。 開發人員如何解決此問題?","(A) 從帳號等級,手動減少並發執行的限制次數。","(B) 為 MyAPI端口,新增另外一個API Gateway的端口,並將請求導流至此。",(C) 設定第二個Lambda函數的並發執行限制,(D) 調降API Gateway內的MyAPI端口流量限制,cht,DVA,cht
"開發人員正在編寫一個移動應用程序,允許用戶查看S3存儲桶中的圖像。用戶必須能夠使用其Amazon登錄名以及Facebook和/或Google帳戶登錄。開發人員如何提供此身份驗證功能?",(A) 使用Amazon Cognito與Web聯合身份。,(B) 使用Amazon Cognito與基於SAML的聯合身分。,"(C) 在應用程序程式碼中使用AWS IAM Access / Secret 金鑰,允許在S3儲存貯體上使用Get *。","(D) 在應用程序代碼中使用AWS STS AssumeRole,並擔任一個對S3儲存貯體具有Get *權限的角色。",cht,DVA,cht
"開發人員正在創建一個Auto Scaling組,其實例需要將自定義指標發佈到Amazon CloudWatch。 下列哪種方法在認證CloudWatch PUT請求時,是最為安全的方法?","(A) 創建具有PutMetricData權限的IAM用戶,並將用戶憑證放在私有程式碼存儲庫中; 讓應用程序根據需要提取用戶憑證。","(B) 創建具有PutMetricData權限的IAM用戶,然後修改Auto Scaling啟動配置,以將用戶憑據注入實例的用戶數據中。","(C) 修改CloudWatch指標策略,對Auto Scaling組中的實例授予PutMetricData權限。","(D) 創建具有PutMetricData權限的IAM角色,並修改Auto Scaling啟動配置以使用該角色啟動實例。",cht,DVA,cht
"公司C最近在AWS上啟動了一個在線自行車購物網站。他們有一個“產品” DynamoDB表,該表存儲每輛自行車的詳細信息,例如製造商,顏色,價格,數量和尺寸,以顯示在在線商店中。由於客戶的需求,他們希望為每輛自行車提供一張圖像以及現有的詳細信息。以下哪種方法對“產品”表上的預配置吞吐量影響最小?",(A) 將圖片序列化並存儲在多個DynamoDB表中,"(B) 創建一個“Images” DynamoDB表,將帶有外來鍵限制的圖像存儲到“產品”表中","(C) 在“產品”表中添加圖像數據類型,以二進制格式存儲圖像","(D) 將圖像存儲在Amazon S3中,並為每張圖片在“產品”表中添加S3 URL指標",cht,DVA,cht
