question,optionA,optionB,optionC,optionD,language,category,language2
"客戶需要每五分鐘從其負載均衡器中捕獲所有客戶端連接信息。該公司希望使用這些數據來分析流量模式,並對其應用程序進行故障排除。以下哪個選項可以滿足客戶要求?",(A) 為應用程序負載均衡器啟用AWS CloudTrail。,(B) 在應用程序負載平衡器上啟用訪問日誌。,(C) 在應用程序負載平衡器上安裝CloudWatch 代理程式。,(D) 在應用程序負載平衡器上啟用CloudWatch指標,cht,SAA,cht
"一家公司正在AWS上構建關鍵的提取服務,該服務每秒將接收1,000個傳入事件。必須按順序處理事件,並且不會丟失任何事件。多個應用程序都需要提取該些事件。該公司將通過API網關將服務公開為RESTful調用。SolutionsArchitect應根據這些要求使用什麼來接收事件?",(A) Amazon Kinesis Data Stream,(B) Amazon DynamoDB,(C) Amazon SQS,(D) Amazon SNS,cht,SAA,cht
"一個交互式的動態網站,在AWS上託管其架構,請求連入ELB Classic負載均衡器後面單個子網內的Amazon EC2執行個體上運行。哪些設計更改將使網站趨向高可用?",(A) 以不同方式將一些Amazon EC2執行個體移動到子網中。,(B) 將網站移至Amazon S3。,(C) 將ELB更改為應用負載平衡器。,(D) 將一些Amazon EC2執行個體移動到同一可用區中的子網中。,cht,SAA,cht
"舊版構建管理應用程序,將程式存儲在可被400台服務器訪問的NFS共享文件系統中。現在該公司正將其基礎架構遷移到AWS。應該使用哪種存儲服務滿足此架構?",(A) Amazon S3,(B) Amazon EFS,(C) Amazon EBS,(D) Amazon EC2 執行個體存放區,cht,SAA,cht
"解決方案架構師正在設計一種工作負載,該工作負載需要一個高性能的區塊存儲系統,該系統必須能與多個Amazon EC2執行個體共享資料。哪項AWS服務滿足此要求?",(A) Amazon ElastiCache,(B) Amazon S3,(C) Amazon EBS,(D) Amazon EFS,cht,SAA,cht
"一家製造公司從客戶現場運行的機器中捕獲數據。當前,每5分鐘有數千台計算機發送數據,並且在不久的將來,這一數據有望增長到數十萬台。記錄數據的目的是將來根據需要進行分析。下列哪個選項會是最簡單儲存這些流數據的彈性伸縮方案?","(A) 創建一個Amazon Kinesis Firehouse交付串流,以將數據存儲在Amazon S3中","(B) 在ELB後面創建一個Auto Scaling組,此AutoScaling組內有多台EC2伺服器,將數據寫入Amazon RDS。","(C) 創建一個Amazon SQS隊列,並使機器寫入該隊列。","(D) 在ELB後面創建一個Amazon EC2服務器群,將數據存儲在Amazon EBS Cold HDD磁碟區中。",cht,SAA,cht
"解決方案架構師正在設計一種工作負載,該工作負載需要一個高性能的物件存儲系統,該系統必須能與多個Amazon EC2執行個體共享資料。哪項AWS服務滿足此要求?",(A) Amazon ElastiCache,(B) Amazon S3,(C) Amazon EBS,(D) Amazon EFS,cht,SAA,cht
"解決方案架構師正在設計一種解決方案,以在Amazon S3中存儲大量事件數據。架構師預計,工作負載每秒將持續超過100個請求。架構師應該在Amazon S3中做什麼以優化性能?",(A) 隨機分配密鑰名稱前綴,(B) 將事件數據存儲在單獨的儲存貯體中。,(C) 隨機化鍵名後綴。,(D) 使用Amazon S3 Transfer Acceleration。,cht,SAA,cht
"你目前在AWS雲端上運行了一個多層架構的網路應用,行銷團隊要求你必須為這個應用追加一個報表層,這個報表層必須每三十分鐘對存放在資料庫內的用戶行為數據作加總與發佈。 目前你已經租用了多AZ功能的RDS服務,也已經實踐了Elasticache,作為應用層與資料層的緩衝。 請選擇下列的一個作法,能夠讓你盡可能在不影響資料庫的前提下,實踐出一個報表層。","(A) 持續將交易日誌從您的主數據庫發送到S3儲存貯體,並使用S3字節範圍請求從S3儲存貯體生成報告",(B) 通過查詢通過多可用區維護的同步複製的備用RDS MySQL執行個體來生成報告,"(C) 啟動RDS只讀副本連接到Multi-AZ主數據庫,並通過查詢只讀副本來生成報告。",(D) 通過查詢ElastiCache數據庫快取層來生成報告。,cht,SAA,cht
"有一個組織,其有一個圖像處理應用程序長時間運行在競價型執行個體,而該執行個體將在被中斷時終止。現在必須設計高可用性的工作流以響應競價型執行個體被中斷後的通知。另外當容量不足時,必須發出兩分鐘的警告。新型解決方案要如何滿足這些要求?","(A) 使用Amazon CloudWatch Events調用AWS Lambda函數,其可以啟動按需執行個體。","(B) 在Amazon DynamoDB上定期儲存來自應用程序的數據,增加AWS Auto Scaling組中的最大執行個體數。","(C) 在同一AWS區域和可用區中,以更高的價格手動競標其他競價型執行個體",(D) 確保與該應用程序關聯的Amazon Machine Image具有最新的啟動組態,cht,SAA,cht
"解決方案架構師正在設計一個Web應用程序。 Web和應用程序層需要訪問Internet,但是不能從Internet訪問它們。需要執行以下哪個步驟?","(A) 將一個彈性IP地址附加到每個Amazon EC2執行個體,並添加從私有子網到公共子網的路由。","(B) 在公共子網中啟動NAT閘道,並從私有子網向其添加路由。","(C) 在公共子網中啟動Amazon EC2執行個體,並將安全組更改為允許端口80上的出站流量。","(D) 在私有子網中啟動NAT閘道,並在私有子網中部署NAT執行個體。",cht,SAA,cht
"你有一名客戶,其擁有10 TB歸檔數據要遷移到Amazon Glacier,而該客戶與Internet的連接速度為1Mbps。下列哪種服務或功能提供 可將數據導入Amazon Glacier的最快方法?",(A) Amazon Glacier分段上傳,(B) AWS Storage Gateway,(C) VM Import/Export,(D) AWS Import/Export,cht,SAA,cht
"客戶正在訪問多層Web應用程序,此程序部署在一個未與公司機房連線的虛擬私有云(VPC)中。他們通過Internet連接到VPC,以管理在公共子網和私有子網中運行的所有Amazon EC2執行個體。他們僅授權bastion-security-group使用Microsoft遠程桌面協議(RDP)訪問應用程序執行個體安全組,但是該公司希望進一步限制對VPC中所有執行個體的管理訪問。以下哪種Bastion部署方案可以滿足此要求?","(A) 在訪問VPC中所有執行個體權限的公司網路上,部署一台可以用RDP進行訪問VPC的Windows Bastion主機。","(B) 在公共子網中部署具有彈性IP地址的Windows Bastion主機,並允許從任何地方用SSH訪問該bastion 。","(C) 在私有子網中部署具有彈性IP地址的Windows Bastion主機,並只限制來自公司公共IP地址的RDP訪問Bastion。","(D) 在公共網段內,部署一台具有AWS自動分配IP的Windows跳板主機。並允許從公司的IP以RDP的方式訪問跳板主機。",cht,SAA,cht
"您已經編寫了一個CloudFormation模板,該模板會在兩個EC2執行個體的前方,創建一個Elastic Load Balancer。您應該編輯模板的哪一部分,以便在創建堆棧時返回負載均衡器的DNS?",(A) Outputs,(B) Resources,(C) Parameters,(D) Mappings,cht,SAA,cht
"解決方案架構師需要為新的關鍵任務批處理計費應用程序,去設計架構。該應用程序固定在星期一、星期三和星期五的凌晨5點至11點的時候運行。下列哪種方案是最具成本效益的Amazon EC2定價模型?",(A) Amazon EC2競價型執行個體,(B) 按需Amazon EC2執行個體,(C) 排程預留執行個體,(D) 專用Amazon EC2執行個體,cht,SAA,cht
"一家公司正在設計一個網站,其要放在Amazon S3上託管。如何防止用戶直接鏈接到S3存儲桶中的資產?","(A) 創建一個靜態網站,然後更新儲存貯體政策,來讓用戶使用靜態網站URL訪問資源","(B) 使用原始訪問身份(OAl)創建Amazon CloudFront分佈,並更新儲存貯體政策只對(OAl)授予權限","(C) 創建一個靜態網站,然後設置Route 53別名紀錄集指向此靜態網頁,將此URL提供給使用者。","(D) 使用AWS WAF Web ACL創建一個Amazon CloudFront 分佈,僅允許通過分佈訪問服務器",cht,SAA,cht
"您正在建立一個向員工分發機密培訓視頻的系統。若要使用Cloudfront,可以使用哪種方法來提供,存儲在S3中但不能直接從S3直接訪問的所有內容?",(A) 將CloudFront帳戶安全組“ amazon-ct / amazon-cf-sg”添加到適當的S3儲存貯體政策,"(B) 為CloudFront創建一個原始訪問身份,並授予該OAI訪問儲存貯體中物件的權限","(C) 為CloudFornt創建一個IAM使用者,並向該IAM使用者授予對S3儲存貯體中物件的訪問權限","(D) 創建一個S3儲存貯體政策,該政策將Cloudfront分佈ID列為Principle,目標列為Amazon Resource Name。",cht,SAA,cht
"你的公司計畫要在AWS雲端上,推出一個大型募資網站。 你預期屆時將會有大量且不可預期的流量發生,並且創造出非常多的資料庫寫入動作,為了確保部會遺漏掉任何一筆資料庫寫入動作,應該選用哪一款AWS服務來完成任務?",(A) 佈建IOPS的Amazon RDS達到預期的寫入流量高峰。,"(B) Amazon Simple Queue Service(SQS),用於收集寫入操作並將隊列中資料寫入數據庫。","(C) Amazon ElastiCache用於存儲寫入操作,直到將寫入操作提交到數據庫為止。",(D) Amazon DynamoDB配置能達到預期最高峰的寫入吞吐量。,cht,SAA,cht
"解決方案架構師正在設計一種解決方案,該解決方案可以保存網絡接口之間的流量信息。然後InfoSec團隊會使用Amazon CloudWatch對該些流量信息進行監控,確認是否處在正常情況。按照上述需求,架構師應採取什麼方法?",(A) 將所有入站請求保存到Amazon DynamoDB,(B) 維護每個Amazon EC2執行個體上的流量歷史記錄,(C) 啟用Amazon VPC流程日誌,(D) 將所有入站請求保存到Amazon S3,cht,SAA,cht
"一名架構師正在設計一個新型社交應用。該應用必須讓用戶以安全的方式上傳個人照片,且每個用戶的個人照片得在帳號開立後的一星期內,上傳至共享儲存空間內。下列哪一個方法可以滿足以上的需求?","(A) 使用Amazon Kinesis上傳個人資料照片時,用AWS CloudTrail審核特定時間。",(B) 使用IAM策略限制用戶在特定時間存取Amazon EBS磁碟區。,"(C) 將Amazon S3與默認的私有訪問策略結合使用,並在每次創建新的網站配置文件時生成預簽名的URL。",(D) 結合使用Amazon CloudFront和AWS CloudTrail來審核上傳個人資料照片的特定時間。,cht,SAA,cht
"您已經使用Linux創建了一個自定義配置的Amazon執行個體,其中包含所有軟件和應用程序。如果要再次使用相同的設置,什麼是最好的方法?",(A) 創建EBS服務的備份副本,(B) 僅創建EC2執行個體的備份,(C) 僅創建AMI的快照,(D) 創建一個EBS-AMI,cht,SAA,cht
"在AWS CloudFormation上成功創建Microsoft Windows堆棧後,您可以使用_______登錄到執行個體以手動配置它。",(A) AWS命令列界面,(B) 遠端桌面,(C) Power shell,(D) Windows命令提示字元,cht,SAA,cht
下列哪一個方法能讓我們有效地透過CLI去追溯出EC2執行個體的公有ip?,(A) 使用標籤,(B) 使用traceroute,(C) 使用ipconfig,(D) 使用執行個體中繼資料,cht,SAA,cht
"你目前在AWS雲端上運行了一個多層架構的網路應用,行銷團隊要求你必須為這個應用追加一個報表層,這個報表層必須每三十分鐘對存放在資料庫內的用戶行為數據作加總與發佈。 目前你已經租用了多AZ功能的RDS服務,也已經實踐了Elasticache,作為應用層與資料層的緩衝。 請選擇下列的一個作法,能夠讓你盡可能在不影響資料庫的前提下,實踐出一個報表層。","(A) 將交易紀錄從主數據庫持續發送到S3儲存貯體,並使用S3 byte range requests 從S3儲存貯體生成報告。",(B) 通過查詢Multi-AZ下同步複製的備用RDS MySQL執行個體來生成報告。,"(C) 啟動一個RDS唯讀副本連接到你的Multi-AZ主數據庫,並通過查詢唯讀副本來生成報告。",(D) 透過查詢ElastiCache數據庫快取層來生成報告。,cht,SAA,cht
"有一個組織需要一個能容易管理且彈性擴張的平台來托管他基於Nginx的網頁應用,下列哪個服務合適使用?",(A) AWS Lambda,(B) Auto Scaling,(C) AWS Elastic Beanstalk,(D) Elastic Load Balancing,cht,SAA,cht
解決方案架構師正在設計使用Amazon EBS卷的應用程序。該卷必須要能備份到其他區域。架構師應如何滿足此要求?,(A) 直接從一個區域創建EBS快照到另一個區域。,(B) 將數據移至Amazon S3儲存貯體並啟用跨區域複寫。,"(C) 創建EBS快照,然後將其複製到所需的區域。","(D) 使用腳本將數據從當前Amazon EBS磁碟區,複製到目標Amazon EBS磁碟區。",cht,SAA,cht
"一家公司正在尋找一種完全託管的解決方案來存儲其玩家的狀態信息,以用於快速發展的遊戲。該應用程序在多個Amazon EC2節點上運行,這些節點可以根據傳入流量進行擴展。該請求可以路由到任何節點,因此,狀態信息必須存儲在集中式數據庫中。需要高度一致地讀取玩家的狀態信息,並且需要在符合的條件下,進行更改。哪種服務最具有成本效益並可以無縫擴展?",(A) Amazon S3,(B) Amazon DynamoDB,(C) Amazon RDS,(D) Amazon Redshift,cht,SAA,cht
"保留執行個體購買之後,若取消保留的話?是否可以退款?",(A) 始終可退款,(B) 在某些情況下可退款,(C) 從不退款,(D) 偶爾可退款,cht,SAA,cht
"當您將數據庫執行個體設置為多可用區部署運行時,“ _____” 用於數據庫的讀寫",(A) secondary,(B) backup,(C) stand by,(D) primary,cht,SAA,cht
"作為遷移策略的一部分,解決方案架構師需要針對工作流的性能和成本進行優化分析。現在解決方案架構師已經制定了一個無狀態的應用程序,該應用程序將提供靜態內容作輸出。並要求以Facebook,Twitter和Amazon之間做身份解決方案。哪種AWS解決方案可提供靈活性和易用性,以及此遷移所需的最低運營成本?","(A) 使用AWS Identity and Access Management(IAM)來管理身份,遷移應用程序在Amazon S3、Amazon API Gateway和AWS Lambda上運行","(B) 使用第三方解決方案來管理身份,遷移應用程序以在Amazon S3、EC2 競價型執行個體和Amazon EC2上運行","(C) 使用Amazon Cognito管理身份,並將應用程序遷移至Amazon S3、Amazon API Gateway和AWS Lambda上作運行。","(D) 使用Amazon Cognito管理身份,遷移應用程序以在Amazon S3、EC2競價型執行個體和Amazon EC2上運行。",cht,SAA,cht
"這裏有任何一個方法,可以讓本地機房與AWS服務之間產生直接關聯嗎?","(A) 您可以創建到VPC的加密隧道,但您不擁有該連接","(B) 是,它稱為Amazon Dedicated Connection。","(C) 不,AWS僅允許從公共網路訪問。","(D) 是的,這稱為Direct Connect。",cht,SAA,cht
"您在本地端有運行一個非x86的資訊架構,目前想要使用AWS做資料備份,而這個備份應用僅能使用與POSIX相容的區塊儲存服務。您有140TB的資料,想要放在檔案伺服器內的一個資料夾內,未來在備份的時候,用戶仍可透過掛載的方式進行存取資料。下列哪一個備份方案最符合此應用案例?",(A) 使用Storage Gateway並將其設定為使用Gateway 快取磁碟區。,"(B) 設定您的備份軟件,以S3作為數據備份的目標","(C) 配置您的備份軟件,將Glacier作為數據備份的目標。",(D) 使用Storage Gateway並將其設定為使用Gateway存放磁碟區。,cht,SAA,cht
"公司有一個工作流,可將視頻文件從其本地系統發送到AWS進行影片編碼。他們使用EC2 Worker執行個體從SQS中提取影片編碼作業,SQS是否適合這種任務情況?",(A) SQS同步提供轉碼輸出,(B) SQS保證消息的順序,(C) SQS檢查worker執行個體的運行狀況,(D) SQS有助於促進編碼任務的水平擴展,cht,SAA,cht
"一家零售公司每小時進行一次快閃銷售活動,因此其Amazon RDS for PostgreSOL數據庫發生了一些性能問題。數據庫管理員已經確定,當財務和市場營銷人員刷新那些實時銷售數據的銷售儀表板時,就會發生性能問題。在不影響性能的情況下應如何解決?","(A) 創建RDS PostgreSOL數據庫的只讀副本,並將儀表板指向只讀副本","(B) 每晚將數據從RDS PostgreSQL數據庫移至Amazon Redshift,並將儀表板指向Amazon Redshift。","(C) 使用Amazon CloudWatch監控數據庫,並根據需要增加執行個體大小。不更改儀表板。","(D) 每小時製作RDS PostgreSOL數據庫快照,並將每小時快照加載到儀表板指向的另一個數據庫",cht,SAA,cht
"解決方案架構師正在設計一種數據庫解決方案,該解決方案必須支持高速率的隨機磁盤讀寫。它必須提供一致的性能,並且需要長期的持久性。哪種存儲解決方案最能滿足這些要求?",(A) Amazon EBS佈建IOPS磁碟區,(B) Amazon EBS 一般用途磁碟區,(C) Amazon EBS磁帶磁碟區,(D) Amazon EC2執行個體存儲,cht,SAA,cht
"一家公司在一個區域,使用Amazon EBS和Amazon S3作為存儲設計的一部分,並且在Amazon EC2上運行其應用程序。如何減少數據傳輸成本?",(A) 在另一個區域中創建運算環境的副本。,(B) 將應用程序轉移到Lambda @ Edge上運行,(C) 創建以Amazon S3為來源的Amazon CloudFront 分佈,(D) 將Amazon S3數據複製到更靠近請求者區域的儲存貯體中。,cht,SAA,cht
"解決方案架構師正在設計一個系統,該系統將在Amazon S3存儲桶中存儲個人身份信息(PII)。由於合規性和法規要求,不能將主密鑰和未加密的數據都發送到AWS。架構師應該選擇哪種Amazon S3加密技術?",(A) 使用被AWS KMS管理的客戶主密鑰(CMK)的Amazon S3客戶端加密,(B) 使用AWS KMS管理的密鑰加密的Amazon S3服務器端,(C) 使用客戶端主要密鑰的Amazon S3客戶端加密,(D) 使用客戶提供密鑰的Amazon S3服務器端加密,cht,SAA,cht
"有一個工作流,透過Amazon VPC,一個Elastic Load Balancer組成,該工作流分配傳來的請求給六個Amazon EC2執行個體。每個EC2執行個體都會從Amazon DynamoDB表作數據存儲和檢索。以下哪項規定將確保此工作流高度可用?",(A) 在至少兩個可用區中配置DynamoDB表,(B) 在至少兩個可用區中均勻地配置EC2執行個體,(C) 在單區域至少兩個可用區中平均配置EC2執行個體,"(D) 設置Elastic Load Balancer,在多個可用區之間分配連線",cht,SAA,cht
"VPC有一台EC2執行個體上正運行舊數據庫。數據存儲在200GB的Amazon EBS(gp2)卷上。在高峰負載時間,日誌顯示出系統經常出現過多的等待時間。應該使用哪種持久性存儲解決方案來提高數據庫性能?",(A) 將Amazon EBS磁碟區上的數據遷移到SSD後端的磁碟區上。,(B) 將EC2執行個體類型更改為具有EC2執行個體存放磁碟區的類型。,(C) 將EBS磁碟區上的數據遷移到佈建IOPS SSD(io1)。,(D) 將EC2執行個體類型更改為具有爆量效能的類型。,cht,SAA,cht
"解決方案架構師正在設計一個移動應用程序,該應用程序會將發票的圖片收集起來,以求紀錄支出。架構師希望將圖片存儲在Amazon S3上。但是通過Web服務器上傳圖片會產生過多的流量。若要滿足讓移動應用程序存儲圖片進S3,最有效率的方法是什麼?",(A) 使用預先簽章的URL直接上傳到S3。,"(B) 上傳到第二個儲存貯體,並執行Lambda事件將圖像複製到主儲存貯體。","(C) 上傳到在ELB Classic負載均衡器後面伺服器的單獨Auto Scaling組,然後將它們寫入Amazon S3儲存貯體。","(D) 使用競價型執行個體擴展Web伺服器叢集,以提供處理圖像的資源。",cht,SAA,cht
"客戶的網站提供了一個API服務,每天可接收約1,000個請求,平均響應時間為50毫秒。它當前託管在一個c4大型執行個體上。下列哪一個架構變更方案,能夠滿足最小成本且高可用的需求?","(A) 創建一個最少一個最多兩個執行個體的Auto Scaling組,然後使用Application Load Balancer平衡流量。","(B) 使用Amazon API Gateway重新創建API,並將AWS Lambda當作服務後端。","(C) 創建一個最多兩個執行個體的Auto Scaling組,然後使用Application Load Balancer平衡流量。","(D) 使用Amazon API Gateway重新創建API,並將新API與現有後端服務做集成。",cht,SAA,cht
"管理員在單個Amazon EC2執行個體上託管應用程序,用戶可以通過主機的公有域名訪問該應用程序。現在管理員正在添加第二個執行個體,但不希望用戶得從許多公有域名之間,決定連入哪一台執行個體。哪種AWS服務將使用戶與特定的Amazon EC2執行個體脫鉤?",(A) Amazon ELB,(B) Auto Scaling group,(C) Amazon EC2 安全組,(D) Amazon SQS,cht,SAA,cht
"在私有專用子網中運行的應用程序,需要訪問Amazon DynamoDB表。而公司有一個安全要求,即數據永遠都不會離開AWS網絡。應如何滿足此要求?","(A) 在DynamoDB上配置網路ACL,限制私有子網的流量",(B) 使用AWS KMS密鑰來啟用DynamoDB靜態加密,(C) 添加NAT閘道並在私有子網上配置路由表,"(D) 為DynamoDB創建VPC端點,並設定端點政策",cht,SAA,cht
可以使用哪種技術將AWS IAM(身份和訪問管理)與本地LDAP(輕型目錄訪問協議)目錄服務集成?,"(A) 使用IAM政策,該政策引用LDAP帳戶標識符和AWS憑證。",(B) 使用SAML(安全性聲明標記語言)啟用AWS和LDAP之間的單點登錄。,(C) 使用來自身份代理的AWS Security Token Service來生成短期的AWS憑證。,"(D) 使用IAM角色在LDAP憑據更新時,自動輪換IAM憑據。",cht,SAA,cht
"解決方案架構師正在設計一種解決方案,該解決方案可以監視所有運行Amazon Linux和Windows的Amazon EC2執行個體的內存和磁盤空間利用率。哪種解決方案滿足此要求?",(A) 預設Amazon CloudWatch指標,(B) 自定義Amazon CloudWatch指標,(C) Amazon inspector資源監視,(D) Amazon EC2執行個體的詳細監視,cht,SAA,cht
"一個團隊正在發起市場營銷活動,預計因為活動,Amazon Aurora的MYSQL數據庫讀取操作量會提高。解決方案架構師決定添加兩個唯讀副本到叢集中。解決方案架構師應如何確保讀取操作有效平均分散?",(A) Amazon Aurora的讀取器端點,(B) Amazon Aurora的群集端點,(C) Amazon Aurora的主數據庫執行個體端點,(D) Aurora的副本數據庫執行個體端點,cht,SAA,cht
"組織正在計劃從本地工作流遷移到AWS,系統需要更高的操作透明度。請問應該在架構中內置哪種服務來自動捕獲和發布自定義指標,以提供所需的系統透明度?",(A) Amazon CloudWatch,(B) AWS CloudTrail,(C) AWS開發人員工具,(D) AWS X-Ray,cht,SAA,cht
"在VPC網絡中,訪問控制列表(ACL)充當受關聯子網段的防火牆,以__________級別控制入站和出站流量。",(A) Full VPC,(B) Customer Gateway,(C) EC2 instance,(D) Subnet,cht,SAA,cht
解決方案架構師正在為5 TB資料量的Amazon Redshift集群設計災難恢復解決方案。恢復站點必須距離活動站點至少500英里(805公里)。架構師應如何滿足這些要求?,(A) 使用AWS CloudFormation在第二個區域中部署集群。,(B) 製作群集快照並將其複製到另一個可用區。,(C) 修改Redshift群集以跨越兩個區域。,(D) 啟用跨區域快照到另一個區域。,cht,SAA,cht
"一家公司正在創建Web應用程序,此程序將在Amazon EC2執行個體上運行。該應用程序需要訪問Amazon DynamoDB表進行存取,應該怎麼做才能滿足這些要求?",(A) 創建另一個具有DynamoDB表權限的AWS賬戶根用戶。,"(B) 創建一個IAM角色,並使該角色具有DynamoDB表權限,而後分派給EC2執行個體。","(C) 創建一個身份提供程序,並使該身份提供程序具有DynamoDB表權限,而後分配給EC2執行個體。",(D) 創建具有DynamoDB表權限的聯合身份,cht,SAA,cht
"照片共享服務將圖片存儲在Amazon Simple Storage Service(S3)中,並允許使用Open ID Connect兼容的身份提供程序登錄應用程序。您應該對Amazon S3操作使用哪種AWS Security Token臨時訪問方法?",(A) 基於SAML的身份聯合,(B) 跨帳戶訪問,(C) AWS identity and Access Management 角色,(D) Web聯合身份,cht,SAA,cht
請選出下列關於Amazon ElastiCache的正確描述。,(A) 讓用戶在雲服務中能夠輕易地設定、管理和擴展分散式記憶體快取。,"(B) 讓您只要安裝軟體,就能快速部屬快取環境。",(C) 它沒有和AWS雲端運算服務做整合。,(D) 它不能在Amazon VPC 環境中執行。,cht,SAA,cht
"一家公司正在啟動一個預期會非常流行的應用程序。該公司需要一個可以隨應用程序擴展的數據庫。資料欄位會經常更改。該應用程式不能因為數據庫,而出現任何停機時間。哪項AWS服務可以使公司實現這些目標?",(A) Amazon Redshift,(B) Amazon DynamoDB,(C) Amazon RDS MySQL,(D) Amazon Aurora,cht,SAA,cht
"有一個應用堆棧,它的公有網段裡,有一個ELB,並且還有一個AutoScaling群組,裡面有一些EC2執行個體,並帶有一個RDS MySQL叢集。用戶透過Internet的方式連結到此應用,而這個應用的應用伺服器與資料庫必須得是安全的。下列哪個選項能讓架構師合理實踐這個任務?","(A) 為Amazon EC2執行個體創建一個私有子網,為Amazon RDS集群創建一個公共子網。",(B) 創建用於Amazon EC2執行個體的私有子網和用於Amazon RDS集群的私有子網。,"(C) 為Amazon EC2執行個體創建一個公共子網,為Amazon RDS集群創建一個私有子網。","(D) 為Amazon EC2執行個體創建一個公共子網,為Amazon RDS集群創建一個公共子網。",cht,SAA,cht
"如果要將Amazon Elastic Block Store映射到AWS CloudFormation 資源內的Amazon EC2執行個體,應參考以下哪一項?",(A) 執行個體的邏輯ID,(B) 參考block store和執行個體的邏輯ID,(C) 參考執行個體的實體ID,(D) 參考block store和執行個體的實體ID,cht,SAA,cht
"解決方案架構師正在設計一項服務,該服務必須每天在上午8點至下午6點之間運行四個Amazon EC2執行個體。該服務在這些時間之外,需要一個EC2執行個體運行。下列選項,哪個方案最能提供足夠計算量又最節省成本?","(A) 使用一個Amazon EC2預留執行個體,並使用Auto Scaling組根據CPU使用率來增加和刪除EC2執行個體。","(B) 使用一個Amazon EC2 On-Demand執行個體,並使用Auto Scaling組根據CPU使用率來增加和刪除EC2執行個體。","(C) 使用一個Amazon EC2 按需執行個體,並使用Auto Scaling Group排定的動作在7:30 AM添加三個EC2 競價型執行個體,並在6:10 PM刪除三個執行個體。","(D) 使用一個Amazon EC2預留執行個體,並使用Auto Scaling Group排定的動作在7:30 AM添加三個EC2 按需執行個體,並在6:10 PM刪除三個執行個體。",cht,SAA,cht
"一家公司有一款舊版應用程序,其奠基在一個具有權限管理功能的檔案系統,目前計劃將其遷移到AWS。公司應使用哪種存儲服務?",(A) Amazon DynamoDB,(B) Amazon S3,(C) Amazon EBS,(D) Amazon EFS,cht,SAA,cht
API網關支持以下哪些HTTP操作?,(A) GET,(B) POST,(C) PUT,(D) 以上全部,cht,SAA,cht
"以下哪個AWS服務的功能,是同步複製的範例?",(A) AWS RDS只讀副本,(B) Multi-HA RDS,(C) 用於ElastiCache副本的Redis引擎,(D) Oracle的RDS只讀副本,cht,SAA,cht
"您已決定更改使用Auto Scaling在應用程序層中運行的執行個體類型。您將在AutoScaling的哪個環節,去更改執行個體類型的定義?",(A) Auto Scaling 標籤,(B) Auto Scaling政策,(C) Auto Scaling組,(D) Auto Scaling啟動配置,cht,SAA,cht
"您有一個在Amazon EC2中的兩個執行個體上運行的數據庫應用程序。此應用程序全年不間斷運行,並且具有一致且可預測的工作負載。您想選擇最具成本效益的定價模型。您應該使用哪種Amazon EC2執行個體?",(A) 專用執行個體,(B) 按需執行個體,(C) 預留執行個體,(D) 競價型執行個體,cht,SAA,cht
"一家公司正在開發一種應用程序,可向全球用戶交付動態內容。並能因應根據用戶的設備自定義內容,並以極低的延遲來交付內容。應該使用下列哪種服務?",(A) Lambda@Edge,(B) Amazon API Gateway,(C) Amazon CloudFront,(D) AmazonS3,cht,SAA,cht
"您正在通過兩個可用區中的四個Amazon EC2執行個體,運行Web應用程序。執行個體位於ELB Classic負載均衡器後面的Auto Scaling組中。新發的擴展事件將一個執行個體添加到組中。事件發生後,您會注意到,儘管所有執行個體都在提供流量,但某些執行個體所提供的流量卻比其他執行個體更多。以下哪個可能是問題所在?",(A) ELB Classic負載平衡器上未啟用粘性,"(B) ELB Classic負載平衡器上,尚未部署SSL / TLS證書",(C) ELB Classic負載平衡器上未配置跨區域負載平衡,(D) 在ELB Classic負載平衡器上未啟用訪問日誌,cht,SAA,cht
"一家公司計劃使用Amazon VPC部署Web應用程序,該應用程序由彈性負載均衡器,一組Web和應用程序服務器以及不應從Internet訪問的Amazon RDS MySQL數據庫組成。擬議的設計必須高度可用,並分佈在兩個可用區中。對於此特定用例,最適合的VPC設計是什麼樣的?",(A) 兩個用於彈性負載平衡器的公共子網、兩個用於Web服務器的公共子網和兩個用於Amazon RDS的公共子網。,"(B) 一個用於彈性負載平衡器的公共子網,兩個用於網絡服務器的私有子網,以及兩個用於Amazon RDS的私有子網。","(C) 一個用於彈性負載平衡器的公共子網,一個用於Web服務器的公共子網,以及一個用於數據庫的私有子網。",(D) 兩個用於彈性負載平衡器的公用子網、兩個用於Web服務器的私有子網和兩個用於RDS的私有子網。,cht,SAA,cht
"客戶端已設置與負載均衡器關聯的Auto Scaling組。客戶端注意到,由於彈性負載平衡(ELB)運行狀況檢查而導致Auto Scaling組啟動的執行個體被報告為不健康,但是這些不健康的執行個體並未終止。解決方案架構師可以做什麼?以確保標記為不正常的執行個體將被終止並替換?",(A) 增加設定在ELB負載平衡器上的運作狀態檢查的間隔值,(B) 更改在Auto Scaling組運作狀態檢查上設置的閾值,(C) 將Auto Scaling組的運作狀態檢查類型更改為ELB。,"(D) 將ELB負載平衡器上設置的運作狀態檢查,更改為使用TCP而不是HTTP檢查。",cht,SAA,cht
