question,optionA,optionB,optionC,optionD,language,category,language2
"AWS CodeBuild builds code for an application, creates the Docker image, pushes the image to Amazon Elastic Container Registry (Amazon ECR), and tags the image with a unique identifier. If the Developers already have AWS CLI configured on their workstations, how can the Docker images be pulled to the workstations?",(A) Run the following:docker pull REPOSITORY URI : TAG,"(B) Run the output of the following: 
aws ecr get-login 
and then run:
docker pull REPOSITORY URI : TAG","(C) Run the following:
aws ecr get-login 
and then run:
docker pull REPOSITORY URI : TAG","(D) Run the output of the following:
aws ecr get-download-url-for-layer 
and then run:
docker pull REPOSITORY URI : TAG",eng,DVA,eng
A Developer is creating an application that needs to locate the public IPv4 address of the Amazon EC2 instance on which it runs. How can the application locate this information?,(A) Get the instance metadata by retrieving http://169.254.169.254/latest/metadata/.,(B) Get the instance user data by retrieving http://169.254.169.254/latest/userdata/.,(C) Get the application to run IFCONFIG to get the public IP address.,(D) Get the application to run IPCONFIG to get the public IP address.,eng,DVA,eng
"A company wants to implement a continuous integration for its workloads on AWS. The company wants to trigger unit test in its pipeline for commits-on its code repository, and wants to be notified of failure events in the pipeline. How can these requirements be met?",(A) Store the source code in AWS CodeCommit. Create a CodePipeline to automate unit testing. Use Amazon SNS to trigger notifications of failure events.,(B) Store the source code in GitHub. Create a CodePipeline to automate unit testing. Use Amazon SES to trigger notifications of failure events.,(C) Store the source code on GitHub. Create a CodePipeline to automate unit testing. Use Amazon CloudWatch to trigger notifications of failure events.,(D) Store the source code in AWS CodeCommit. Create a CodePipeline to automate unit testing. Use Amazon CloudWatch to trigger notification of failure events.,eng,DVA,eng
A company is using continuous integration and continuous delivery systems. A Developer now needs to automate a software package deployment to both Amazon EC2 instances and virtual servers running on-premises. Which AWS service should be used to accomplish this?,(A) AWS CodePipeline,(B) AWS CodeBuild,(C) AWS Elastic Beanstalk,(D) AWS CodeDeploy,eng,DVA,eng
"When a Developer tries to run an AWS CodeBuild project, it raises an error because the length of all environment variables exceeds the limit for the combined maximum of characters. What is the recommended solution?",(A) Add the export LC_ALL='en_US.utf8' command to the pre_build section to ensure POSIX localization.,(B) Use Amazon Cognito to store key-value pairs for large numbers of environment variables.,(C) Update the settings for the build project to use an Amazon S3 bucket for large numbers of environment variables.,(D) Use AWS Systems Manager Parameter Store to store large numbers of environment variables.,eng,DVA,eng
"When using a large Scan operation in DynamoDB, what technique can be used to minimizethe impact of a scan on a table's provisioned throughput?",(A) Set a smaller page size for the scan,(B) Use parallel scans,(C) Define a range index on the table,(D) Prewarm the table by updating all items,eng,DVA,eng
"An application writes items to an Amazon DynamoDB table. As the application scales to thousands of instances, calls to the DynamoDB API generate occasional ThrottlingException errors. The application is coded in a language incompatible with the AWS SDK. How should the error be handled?",(A) Add exponential backoff to the application logic,(B) Use Amazon SQS as an API message bus,(C) Pass API calls through Amazon API Gateway,(D) Send the items to DynamoDB through Amazon Kinesis Data Firehose,eng,DVA,eng
"A Lambda function is packaged for deployment to multiple environments, including development, test, production, etc. Each environment has unique set of resources such as databases, etc. How can the Lambda function use the resources for the current environment?",(A) Apply tags to the Lambda functions.,(B) Hardcore resources in the source code.,(C) Use environment variables for the Lambda functions.,(D) Use separate function for development and production.,eng,DVA,eng
A Developer is trying to deploy a serverless application using AWS CodeDeploy. The application was updated and needs to be redeployed. What file does the Developer need to update to push that change through CodeDeploy?,(A) dockerrun.aws.json,(B) buildspec.yml,(C) appspec.yml,(D) ebextensions.config,eng,DVA,eng
"An application deployed on AWS Elastic Beanstalk experiences increased error rates during deployments of new application versions, resulting in service degradation for users. The Development team believes that this is because of the reduction in capacity during the deployment steps. The team would like to change the deployment policy configuration of the environment to anoption that maintains full capacity during deployment while using the existing instances. Which deployment policy will meet these requirements while using the existing instances?",(A) All at once,(B) Rolling,(C) Rolling with additional batch,(D) Immutable,eng,DVA,eng
An application is running on an EC2 instance. The Developer wants to store an application metric in Amazon CloudWatch. What is the best practice for implementing this requirement?,(A) Use the PUT Object API call to send data to an S3 bucket. Use an event notification to invoke a Lambda function to publish data to CloudWatch.,(B) Publish the metric data to an Amazon Kinesis Stream using a PutRecord API call. Subscribe a Lambda function that publishes data to CloudWatch.,(C) Use the CloudWatch PutMetricData API call to submit a custom metric to CloudWatch. Provide the required credentials to enable the API call.,(D) Use the CloudWatch PutMetricData API call to submit a custom metric to CloudWatch. Launch the EC2 instance with the required IAM role to enable the API call.,eng,DVA,eng
"A Developer is investigating an issue where by certain requests are passing through an Amazon API Gateway endpoint /MyAPI, but the requests do not reach the AWS Lambda function backing /MyAPI. The Developer found that a second Lambda function sometimes runs at maximum concurrency allowed for the given AWS account. How can the Developer address this issue?",(A) Manually reduce the concurrent execution limit at the account level,"(B) Add another API Gateway stage for /MyAPI, and shard the requests",(C) Configure the second Lambda function's concurrency execution limit,(D) Reduce the throttling limits in the API Gateway /MyAPI endpoint,eng,DVA,eng
"An e-commerce web application that shares session state on-premises is being migrated to AWS. The application must be fault tolerant, natively highly scalable, and any service interruption should not affect the user experience. What is the best option to store the session state?",(A) Store the session state in Amazon ElastiCache,(B) Store the session state in Amazon CloudFront,(C) Store the session state in Amazon S3,(D) Enable session stickiness using elastic load balancers,eng,DVA,eng
Given the source code for an AWS Lambda function in the local store.py containing a handler function called get_store and the following AWS CloudFormation template:What should be done to prepare the template so that it can be deployed using the AWS CLI command aws cloudformation deploy?,(A) Use aws cloudformation compile to base64 encode and embed the source file into a modifiedCloudFormation template.,(B) Use aws cloudformation package to upload the source code to an Amazon S3 bucket and producea modified CloudFormation template.,(C) Use aws lambda zip to package the source file together with the CloudFormation template anddeploy the resulting zip archive.,(D) Use aws serverless create-package to embed the source file directly into the existingCloudFormation template.,eng,DVA,eng
"A Developer executed a AWS CLI command and received the encrypt error message shown ,What action should the Developer perform to make this error human-readable?",(A) Make a call to AWS KMS to decode the message.,(B) Use the AWS STS decode-authorization-message API to decode the message.,(C) Use an open source decoding library to decode the message.,(D) Use the AWS IAM decode-authorization-message API to decode this message.,eng,DVA,eng
A Development team would like to migrate their existing application code from a GitHub repository to AWS CodeCommit. What needs to be created before they can migrate a cloned repository to CodeCommit over HTTPS?,(A) A GitHub secure authentication token,(B) A public and private SSH key file,(C) A set of Git credentials generated from IAM,(D) An Amazon EC2 IAM role with CodeCommit permissions,eng,DVA,eng
"A company needs a new REST API that can return information about the contents of an Amazon S3 bucket, such as a count of the objects stored in it. The company has decided that the new API should be written as a microservice using AWS Lambda and Amazon API Gateway. How should the Developer ensure that the microservice has the necessary access to the Amazon S3 bucket, while adhering to security best practices?","(A) Create an IAM user that has permissions to access the Amazon S3 bucket, and store the IAM user credentials in the Lambda function source code.",(B) Create an IAM role that has permissions to access the Amazon S3 bucket and assign it to the Lambda function as its execution role.,(C) Create an Amazon S3 bucket policy that specifies the Lambda service as its principal and assign it to the Amazon S3 bucket.,"(D) Create an IAM role, attach the Amazon S3FullAccess managed policy to it, and assign the role to the Lambda function as its execution role.",eng,DVA,eng
How can software determine the public and private IP addresses of the Amazon EC2 instance that it is running on?,(A) Query the appropriate Amazon CloudWatch metric.,(B) Use ipconfig or ifconfig command.,(C) Query the local instance userdata.,(D) Query the local instance metadata.,eng,DVA,eng
A static website is hosted in an Amazon S3 bucket. Several HTML pages on the site use JavaScript to download images from another Amazon S3 bucket. These images are not displayed when users browse the site. What is the possible cause for the issue?,(A) The referenced Amazon S3 bucket is in another region.,(B) The images must be stored in the same Amazon S3 bucket.,(C) Port 80 must be opened on the security group in which the Amazon S3 bucket is located.,(D) Cross Origin Resource Sharing must be enabled on the Amazon S3 bucket.,eng,DVA,eng
"The development team is working on an API that will be served from Amazon API gateway. The API will be served from three environments: development, test, and production. The API Gateway is configured to use 237 GB of cache in all three stages. Which is the MOST cost-efficient deployment strategy?",(A) Create a single API Gateway with all three stages.,"(B) Create three API Gateways, one for each stage in a single AWS account.",(C) Create an API Gateway in three separate AWS accounts.,(D) Enable the cache for development and test environments only when needed.,eng,DVA,eng
What does an Amazon SQS delay queue accomplish?,(A) Messages are hidden for a configurable amount of time when they are first added to the queue.,(B) Messages are hidden for a configurable amount of time after they are consumed from the queue.,(C) The consumer can poll the queue for a configurable amount of time before retrieving a message.,(D) Message cannot be deleted for a configurable amount of time after they are consumed from the queue.,eng,DVA,eng
"An AWS Lambda function generates a 3MB JSON file and then uploads it to an Amazon S3 bucket daily. The file contains sensitive information, so the Developer must ensure that it is encrypted before uploading to the bucket. Which of the following modifications should the Developer make to ensure that the data is encrypted before uploading it to the bucket?",(A) Use the default AWS KMS customer master key for S3 in the Lambda function code.,(B) Use the S3 managed key and call the GenerateDataKey API to encrypt the file.,"(C) Use the GenerateDataKey API, then use that data key to encrypt the file in the Lambda function code.",(D) Use a custom KMS customer master key created for S3 in the Lambda function code.,eng,DVA,eng
"A Developer is building a three-tier web application that should be able to handle a minimum of 5000 requests per minute. Requirements state that the web tier should be completely stateless while the application maintains session state for the users. How can session data be externalized, keeping latency at the LOWEST possible value?","(A) Create an Amazon RDS instance, then implement session handling at the application level to leverage a database inside the RDS database instance for session data storage","(B) Implement a shared file system solution across the underlying Amazon EC2 instances, then implement session handling at the application level to leverage the shared file system for sessiondata storage","(C) Create an Amazon ElastiCache Memcached cluster, then implement session handling at the application level to leverage the cluster for session data storage","(D) Create an Amazon DynamoDB table, then implement session handling at the application level to leverage the table for session data storage",eng,DVA,eng
"After launching an instance that you intend to serve as a NAT (Network Address Translation)device in a public subnet you modify your route tables to have the NAT device be the target of internet bound traffic of your private subnet. When you try and make an outbound connection to the Internet from an instance in the private subnet, you are not successful. Which of the following steps could resolve the issue?","(A) Attaching a second Elastic Network interface (ENI) to the NAT instance, and placing it in the private subnet","(B) Attaching a second Elastic Network Interface (ENI) to the instance in the private subnet, and placing it in the public subnet",(C) Disabling the Source/Destination Check attribute on the NAT instance,(D) Attaching an Elastic IP address to the instance in the private subnet,eng,DVA,eng
A Developer must trigger an AWS Lambda function based on the item lifecycle activity in an Amazon DynamoDB table. How can the Developer create the solution?,(A) Enable a DynamoDB stream that publishes an Amazon SNS message. Trigger the Lambda function synchronously from the SNS message.,(B) Enable a DynamoDB stream that publishes an SNS message. Trigger the Lambda function asynchronously from the SNS message.,"(C) Enable a DynamoDB stream, and trigger the Lambda function synchronously from the stream.","(D) Enable a DynamoDB stream, and trigger the Lambda function asynchronously from the stream.",eng,DVA,eng
"During non-peak hours, a Developer wants to minimize the execution time of a full AmazonDynamoDB table scan without affecting normal workloads. The workloads average half of the strongly consistent read capacity units during non-peak hours. How would the Developer optimize this scan?",(A) Use parallel scans while limiting the rate,(B) Use sequential scans,(C) Increase read capacity units during the scan operation,(D) Change consistency to eventually consistent during the scan operation,eng,DVA,eng
A Developer is creating a mobile application with a limited budget. The solution requires a scalable service that will enable customers to sign up and authenticate into the mobile application while using the organization's current SAML 2.0 identity provider. Which AWS service should be used to meet these requirements?,(A) AWS Lambda,(B) Amazon Cognito,(C) AWS IAM,(D) Amazon EC2,eng,DVA,eng
An application has hundreds of users. Each user may use multiple devices to access the application. The Developer wants to assign unique identifiers to these users regardless of the device they use. Which of the following methods should be used to obtain unique identifiers?,(A) Create a user table in Amazon DynamoDB as key-value pairs of users and their devices. Use these keys as unique identifiers.,"(B) Use IAM-generated access key IDs for the users as the unique identifier, but do not store secret keys.","(C) Implement developer-authenticated identities by using Amazon Cognito, and get credentials for these identities.",(D) Assign IAM users and roles to the users. Use the unique IAM resource ID as the unique identifier.,eng,DVA,eng
A Developer needs temporary access to resources in a second account. What is the MOST secure way to achieve this?,(A) Use the Amazon Cognito user pools to get short-lived credentials for the second account.,"(B) Create a dedicated IAM access key for the second account, and send it by mail.","(C) Create a cross-account access role, and use sts:AssumeRole API to get short-lived credentials.","(D) Establish trust, and add an SSH key for the second account to the IAM user.",eng,DVA,eng
An organization must store thousands of sensitive audio and video files in an Amazon S3 bucket. Organizational security policies require that all data written to this bucket be encrypted. How can compliance with this policy be ensured?,(A) Use AWS Lambda to send notifications to the security team if unencrypted objects are put in the bucket.,(B) Configure an Amazon S3 bucket policy to prevent the upload of objects that do not contain the x-amz-server-side-encryption header.,(C) Create an Amazon CloudWatch event rule to verify that all objects stored in the Amazon S3 bucket are encrypted.,(D) Configure an Amazon S3 bucket policy to prevent the upload of objects that contain the x-amz-server-side-encryption header.,eng,DVA,eng
The release process workflow of an application requires a manual approval before the codeis deployed into the production environment. What is the BEST way to achieve this using AWS CodePipeline?,(A) Use multiple pipelines to allow approval,(B) Use an approval action in a stage,(C) Disable the stage transition to allow manual approval71,(D) Disable a stage just prior the deployment stage,eng,DVA,eng
"A Developer is creating a web application that requires authentication, but also needs to support guest access to provide users limited access without having to authenticate. What service can provide support for the application to allow guest access?",(A) IAM temporary credentials using AWS STS.,(B) Amazon Directory Service,(C) Amazon Cognito with unauthenticated access enabled,(D) IAM with SAML integration,eng,DVA,eng
A company is using Amazon RDS MySQL instances for its application database tier and Apache Tomcat servers for its web tier. Most of the database queries from web applications are repeated read requests. Use of which AWS service would increase in performance by adding in-memory store for repeated read queries?,(A) Amazon RDS Multi-AZ,(B) Amazon SQS,(C) Amazon ElastiCache,(D) Amazon RDS read replica,eng,DVA,eng
How is provisioned throughput affected by the chosen consistency model when reading data from a DynamoDB table?,(A) Strongly consistent reads use the same amount of throughput as eventually consistent reads,(B) Strongly consistent reads use more throughput than eventually consistent reads.,(C) Strongly consistent reads use less throughput than eventually consistent reads,(D) Strongly consistent reads use variable throughput depending on read activity,eng,DVA,eng
"A company needs to encrypt data at rest, but it wants to leverage an AWS managed service using its own master key. Which of the following AWS service can be used to meet these requirements?",(A) SSE with Amazon S3,(B) SSE with AWS KMS,(C) Client-side encryption,(D) AWS IAM roles and policies,eng,DVA,eng
"An Amazon RDS database instance is used by many applications to look up historical data. The query rate is relatively constant. When the historical data is updated each day, the resulting write traffic slows the read query performance and affects all application users. What can be done to eliminate the performance impact on application users?",(A) Make sure Amazon RDS is Multi-AZ so it can better absorb increased traffic.,(B) Create an RDS Read Replica and direct all read traffic to the replica.,(C) Implement Amazon ElastiCache in front of Amazon RDS to buffer the write traffic.,(D) Use Amazon DynamoDB instead of Amazon RDS to buffer the read traffic.,eng,DVA,eng
A Developer wants to find a list of items in a global secondary index from an Amazon DynamoDB table. Which DynamoDB API call can the Developer use in order to consume the LEAST number of read capacity units?,(A) Scan operation using eventually-consistent reads,(B) Query operation using strongly-consistent reads,(C) Query operation using eventually-consistent reads,(D) Scan operation using strongly-consistent reads,eng,DVA,eng
"A company is developing a new online game that will run on top of Amazon ECS. Four distinct Amazon ECS services will be part of the architecture, each requiring specific permissions to various AWS services. The company wants to optimize the use of the underlying Amazon EC2 instances by bin packing the containers based on memory reservation. Which configuration would allow the Development team to meet these requirements MOST securely?","(A) Create a new Identity and Access Management (IAM) instance profile containing the required permissions for the various ECS services, then associate that instance role with the underlying EC2 instances.","(B) Create four distinct IAM roles, each containing the required permissions for the associated ECS service, then configure each ECS service to reference the associated IAM role.","(C) Create four distinct IAM roles, each containing the required permissions for the associated ECS service, then, create an IAM group and configure the ECS cluster to reference that group.","(D) Create four distinct IAM roles, each containing the required permissions for the associated ECS service, then configure each ECS task definition to referene the associated IAM role.",eng,DVA,eng
An application is real-time processing millions of events that are received through an API. What service could be used to allow multiple consumers to process the data concurrently and MOST cost-effectively?,(A) Amazon SNS with fanout to an SQS queue for each application,"(B) Amazon SNS with fanout to an SQS FIFO (first-in, firtst-out) queue for each application",(C) Amazon Kinesis Firehouse,(D) Amazon Kinesis Streams,eng,DVA,eng
"A company maintains a REST service using Amazon API Gateway and the API Gateway native API key validation. The company recently launched a new registration page, which allows users to sign up for the service. The registration page creates a new API key using CreateApiKey and sends the new key to the user. When the user attempts to call the API using this key, the user receives a 403 Forbidden error. Existing users are unaffected and can still call the API. What code updates will grant these new users access to the API?",(A) The createDeployment method must be called so the API can be redeployed to include the newly created API key.,(B) The updateAuthorizer method must be called to update the API's authorizer to include the newly created API key.,(C) The importApiKeys method must be called to import all newly created API keys into the current stage of the API.,(D) The createUsagePlanKey method must be called to associate the newly created API key with the correct usage plan.,eng,DVA,eng
"When uploading an object, what request header can be explicitly specified in a request to Amazon S3 to encrypt object data when saved on the server side?",(A) x-amz-storage-class,(B) Content-MD5,(C) x-amz-security-token,(D) x-amz-server-side-encryption,eng,DVA,eng
"You run an ad-supported photo sharing website using S3 to serve photos to visitors of your site. At some point you find out that other sites have been linking to the photos on your site, causing loss to your business. What is an effective method to mitigate this?",(A) Store photos on an EBS volume of the web server,(B) Remove public read access and use signed URLs with expiry dates.,(C) Use CloudFront distributions for static content.,(D) Block the IPs of the offending websites in Security Groups.,eng,DVA,eng
"An application uses Amazon Kinesis Data Streams to ingest and process large streams of data records in real time. Amazon EC2 instances consume and process the data from the shards of the Kinesis data stream by using Amazon Kinesis Client Library (KCL). The application handles the failure scenarios and does not require standby workers. The application reports that a specific shard is receiving more data than expected. To adapt to the changes in the rate of data flow, the 'hot' shard is resharded. Assuming that the initial number of shards in the Kinesis data stream is 4, and after resharding the number of shards increased to 6, what is the maximum number of EC2 instances that can be deployed to process data from all the shards?",(A) 1222,(B) 6,(C) 4,(D) 1,eng,DVA,eng
"You have an environment that consists of a public subnet using Amazon VPC and 3 instances that are running in this subnet. These three instances can successfully communicate with other hosts on the Internet. You launch a fourth instance in the same subnet, using the same AMI and security group configuration you used for the others, but find that this instance cannot be accessed from the Internet. What should you do to enable internet access?",(A) Deploy a NAT instance into the public subnet.,(B) Modify the routing table for the public subnet,(C) Configure a publically route table IP Address In the host OS of the fourth instance.,(D) Assign an Elastic IP address to the fourth instance.,eng,DVA,eng
"A Developer has published an update to an application that is served to a global user base using Amazon CloudFront. After deploying the application, users are not able to see the updated changes. How can the Developer resolve this issue?",(A) Remove the origin from the CloudFront configuration and add it again.,(B) Disable forwarding of query strings and request headers from the CloudFront distribution configuration.,(C) Invalidate all the application objects from the edge caches.,(D) Disable the CloudFront distribution and enable it again to update all the edge locations.,eng,DVA,eng
A Developer must encrypt a 100-GB object using AWS KMS. What is the BEST approach?,(A) Make an Encrypt API call to encrypt the plaintext data as ciphertext using a customer master key(CMK),(B) Make an Encrypt API call to encrypt the plaintext data as ciphertext using a customer master key(CMK) with imported key material,(C) Make a GenerateDataKey API call that returns a plaintext key and an encrypted copy of a data key. Use a plaintext key to encrypt the data,(D) Make a GenerateDataKeyWithoutPlaintext API call that returns an encrypted copy of a data key.Use an encrypted key to encrypt the data,eng,DVA,eng
"A Developer is receiving HTTP 400: ThrottlingException errors intermittently when callingthe Amazon CloudWatch API. When a call fails, no data is retrieved.What best practice should first be applied to address this issue?",(A) Contact AWS Support for a limit increase.,(B) Use the AWS CLI to get the metrics,(C) Analyze the applications and remove the API call,(D) Retry the call with exponential backoff,eng,DVA,eng
"In a move toward using microservices, a company's Management team has asked all Development teams to build their services so that API requests depend only on that service's data store. One team is building a Payments service which has its own database; the service needs data that originates in the Accounts database. Both are using Amazon DynamoD(B) What approach will result in the simplest, decoupled, and reliable method to get near-real time updates from the Accounts database?",(A) Use Amazon Glue to perform frequent ETL updates from the Accounts database to the Payments database.,"(B) Use Amazon ElastiCache in Payments, with the cache updated by triggers in the Accounts database.",(C) Use Amazon Kinesis Data Firehouse to deliver all changes from the Accounts database to the Payments database.,(D) Use Amazon DynamoDB Streams to deliver all changes from the Accounts database to the Payments database.,eng,DVA,eng
"A company maintains an application responsible for processing several thousand external callbacks each day. The company's System administrators want to know how many callbacks are being received on a rolling basis, and they want this data available for 10 days. The company also wants the ability to issue automated alerts if the number of callbacks exceeds the defined thresholds. What is the MOST cost-effective way to address the need to track and alert on these statistics?",(A) Push callback data to an Amazon RDS database that can be queried to show historical data and toalert on exceeded thresholds.,"(B) Push callback data to AWS X-Ray and use AWS Lambda to query, display, and alert on exceededthresholds.",(C) Push callback data to Amazon Kinesis Data Streams and invoke an AWS Lambda function thatstores data in Amazon DynamoDB and sends the required alerts.,(D) Push callback data to Amazon CloudWatch as a custom metric and use the CloudWatch alertingmechanisms to alert System Administrators.,eng,DVA,eng
"A company has written a Java AWS Lambda function to be triggered whenever a user uploads an image to an Amazon S3 bucket. The function converts the original image to several different formats and then copies the resulting images to another Amazon S3 bucket. The Developers find that no images are being copied to the second Amazon S3 bucket. They have tested the code on an Amazon EC2 instance with 1GB of RAM, and it takes an average of 1500 seconds to complete. What is the MOST likely cause of the problem?",(A) The Lambda function has insufficient memory and needs to be increased to 1 GB to match the Amazon EC2 instance,"(B) Files need to be copied to the same Amazon S3 bucket for processing, so the second bucket needs to be deleted.","(C) Lambda functions have a maximum execution limit of 900 seconds, therefore the function is not completing.","(D) There is a problem with the Java runtime for Lambda, and the function needs to be converted to node.js.",eng,DVA,eng
"In a multi-container Docker environment in AWS Elastic Beanstalk, what is required to configure container instances in the environment?",(A) An Amazon ECS task definition,(B) An Amazon ECS cluster,(C) A Docker in an application package,(D) A CLI for Elastic Beanstalk,eng,DVA,eng
"A Developer is designing a new application that uses Amazon S3. To satisfy compliance requirements, the Developer must encrypt the data at rest. How can the Developer accomplish this?",(A) Use s3:x-amz-acl as a condition in the S3 bucket policy.,(B) Use Amazon RDS with default encryption.,(C) Use aws:SecureTransport as a condition in the S3 bucket policy.,(D) Turn on S3 default encryption for the S3 bucket.,eng,DVA,eng
"For a deployment using AWS CodeDeploy, what is the run order of the hooks for in-place deployments?",(A) Before Install -> Application Stop -> Application Start -> After Install,(B) Application Stop -> Before Install -> After Install -> Application Start,(C) Before Install -> Application Stop -> Validate Service -> Application Start,(D) Application Stop -> Before Install -> Validate Service -> Application Start,eng,DVA,eng
"An organization is storing large files in Amazon S3, and is writing a web application to display meta-data about the files to end-users. Based on the metadata a user selects an object to download. The organization needs a mechanism to index the files and provide single-digit millisecondlatency retrieval for the metadata. What AWS service should be used to accomplish this?",(A) Amazon DynamoDB,(B) Amazon EC2,(C) AWS Lambda,(D) Amazon RDS,eng,DVA,eng
A Developer is designing a fault-tolerant environment where client sessions will be saved. How can the Developer ensure that no sessions are lost if an Amazon EC2 instance fails?,(A) Use sticky sessions with an Elastic Load Balancer target group.,(B) Use Amazon SQS to save session data.,(C) Use Amazon DynamoDB to perform scalable session hadling.,(D) Use Elastic Load Balancer connection draining to stop sending requests to failing instances.,eng,DVA,eng
A Developer is writing a REST service that will add items to a shopping list. The service is built on Amazon API Gateway with AWS Lambda integrations. The shopping list items are send as query string parameters in the method request. How should the Developer convert the query string parameters to arguments for the Lambda function?,(A) Enable request validation,(B) Include the Amazon Resource Name (ARN) of the Lambda function,(C) Change the integration type,(D) Create a mapping template,eng,DVA,eng
"A Developer is migrating existing applications to AWS. These applications use MongoDB as their primary data store, and they will be deployed to Amazon EC2 instances. Management requires that the Developer minimize changes to applications while using AWS services Which solution shouldthe Developer use to host MongoDB in AWS?",(A) Install MongoDB on the same instance where the application is running,(B) Deploy Amazon DocumentDB in MongoDB compatibility mode,(C) Use Amazon API Gateway to translate API calls from MongoDB to Amazon DynamoD(B),(D) Replicate the existing MongoDB workload to Amazon DynamoDB,eng,DVA,eng
A Developer will be using the AWS CLI on a local development server to manage AWS services. What can be done to ensure that the CLI uses the Developer's IAM permissions when making commands?,(A) Specify the Developer's IAM access key ID and secret access key as parameters for each CLI command.,"(B) Run the aws configure CLI command, and provide the Developer's IAM access key ID and secret access key.",(C) Specify the Developer's IAM user name and password as parameters for each CLI command.,(D) Use the Developer's IAM role when making the CLI command.,eng,DVA,eng
A company has a website that is developed in PHP and WordPress and is launched using AWS Elastic Beanstalk. There is a new version of the website that needs to be deployed in the ElasticBeanstalk environment. The company cannot tolerate having the website offline if an update fails. Deployments must have minimal impact and rollback as soon as possible. What deployment method should be used?,(A) All at once,(B) Rolling,(C) Snapshots,(D) Immutable,eng,DVA,eng
"A company runs an e-commerce website that uses Amazon DynamoDB where pricing for items is dynamically updated in real time. At any given time, multiple updates may occur simultaneously for pricing information on a particular product. This is causing the original editor's changes to be overwritten without a proper review process. Which DynamoDB write option should be selected to prevent this overwriting?",(A) Concurrent writes,(B) Conditional writes,(C) Atomic writes,(D) Batch writes,eng,DVA,eng
"A company is developing an application that will run on several Amazon EC2 instances in an Auto Scaling group and can access a database running on Amazon EC2. The application needs to store secrets required to connect to the database. The application must allow for periodic secret rotation, and there should be no changes to the application when a secret changes. What is the SAFEST way to meet these requirements?",(A) Associate an IAM role to the EC2 instance where the application is running with permission to access the database.,(B) Use AWS Systems Manager Parameter Store with the SecureString data type to store secrets.,(C) Configure the application to store secrets in Amazon S3 object metadata.,(D) Hard code the database secrets in the application code itself.,eng,DVA,eng
What are the steps to using the AWS CLI to launch a templatized serverless application?,(A) Use AWS CloudFormation get-template then CloudFormation execute-change-set.,(B) Use AWS CloudFormation validate-template then CloudFormation create-change-set.,(C) Use AWS CloudFormation package then CloudFormation deploy.,(D) Use AWS CloudFormation create-stack then CloudFormation update-stack.,eng,DVA,eng
"A Developer is writing a mobile application that allows users to view images from an S3 bucket. The users must be able to log in with their Amazon login, as well as Facebook and/or Google accounts. How can the Developer provide this authentication functionality?",(A) Use Amazon Cognito with web identity federation.,(B) Use Amazon Cognito with SAML-based identity federation.,(C) Use AWS IAM Access/Secret keys in the application code to allow Get* on the S3 bucket.,(D) Use AWS STS AssumeRole in the application code and assume a role with Get* permissions on theS3 bucket.,eng,DVA,eng
"A development team consists of 10 team members. Similar to a home directory for each team member the manager wants to grant access to user-specific folders in an Amazon S3 bucket. For the team member with the username 'TeamMemberX', Instead of creating distinct policies for each team member, what approach can be used to make thispolicy snippet generic for all team members?",(A) Use IAM policy condition,(B) Use IAM policy principal,(C) Use IAM policy variables,(D) Use IAM policy resource,eng,DVA,eng
A team of Developers must migrate an application running inside an AWS Elastic Beanstalk environment from a Classic Load Balancer to an Application Load Balancer. Which steps should be taken to accomplish the task using the AWS Management Console?,"(A) 
1. Update the application code in the existing deployment. 
2. Select a new load balancer type before running the deployment.
3. Deploy the new version of the application code to the environment.","(B) 
1. Create a new environment with the same configurations except for the load balancer type.
2. Deploy the same application version as used in the original environment.
3. Run the swap-environment-cnames action.","(C) 
1. Clone the existing environment, changing the associated load balancer type.
2. Deploy the same application version as used in the original environment.
3. Run the swap-environment-cnames action.","(D) 
1. Edit the environment definitions in the existing deployment.
2. Change the associated load balancer type according to the requirements.
3. Rebuild the environment with the new load balancer type.",eng,DVA,eng
Where should an Elastic Beanstalk configuration file named healthcheckurl.config be placed in the application source bundle?,(A) In the root of the application,(B) In the bin folder,(C) In healthcheckur1.config.ebextension under root,(D) In the .ebextensions folder,eng,DVA,eng
A Developer has setup an Amazon Kinesis Stream with 4 shards to ingest a maximum of 2500 records per second. A Lambda function has been configured to process these records. In which order will these records be processed?,"(A) Lambda will receive each record in the reverse order it was placed into the stream following a LIFO(last-in, first-out) method","(B) Lambda will receive each record in the exact order it was placed into the stream following a FIFO(first-in, first-out) method.","(C) Lambda will receive each record in the exact order it was placed into the shard following a FIFO(first-in, first-out) method. There is no guarantee of order across shards.","(D) The Developer can select FIFO, (first-in, first-out), LIFO (last-in, last-out), random, or request specific record using the getRecords API.",eng,DVA,eng
"An application is using Amazon DynamoDB as its data store, and should be able to read 100 items per second as strongly consistent reads. Each item is 5 KB in size. To what value should the table's provisioned read throughput be set?",(A) 50 read capacity units,(B) 100 read capacity units,(C) 200 read capacity units,(D) 500 read capacity unitsc,eng,DVA,eng
"A Developer is working on an application that tracks hundreds of millions of product reviews in an Amazon DynamoDB table. Which field, when used as the partition key, would result in the MOST consistent performance using DynamoDB?",(A) starRating,(B) reviewID,(C) comment,(D) productID,eng,DVA,eng
